,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist,artist rank,play.count,play.count.th
1587,0.135,0.72,188852,0.643,0.812,9,0.112,-7.691,1,0.0369,122.012,4,0.323,0,Fuego,Alok,5,102845800,102845.8
1589,0.17,0.615,214150,0.814,0,9,0.218,-3.903,0,0.0677,144.005,4,0.601,1,Walk,Kwabs,5,103436052,103436.052
1590,0.0124,0.412,205440,0.871,0.000128,1,0.2,-4.893,0,0.0458,125.043,4,0.132,0,Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso,5,103551072,103551.072
1591,0.411,0.757,199200,0.868,0.00221,9,0.355,-9.326,1,0.062,138.923,4,0.787,1,Long Cool Woman (In A Black Dress) - 1999 Remastered Version,The Hollies,5,104303607,104303.607
1594,0.00631,0.715,213093,0.833,0,2,0.164,-5.379,1,0.108,95.487,4,0.607,1,Return Of The Mack - C & J Street Mix,Mark Morrison,5,104965105,104965.105
1595,0.0067,0.42,238667,0.672,0,6,0.108,-7.902,1,0.027,168.019,4,0.459,0,Push,Matchbox Twenty,5,105904028,105904.028
1597,0.145,0.844,265400,0.688,0.00351,4,0.104,-8.594,0,0.291,96.671,4,0.747,1,Can I Kick It?,A Tribe Called Quest,5,106999653,106999.653
1598,0.0677,0.587,180252,0.628,1.88E-06,1,0.122,-5.703,1,0.0431,92.003,4,0.65,0,Losing Sleep,Chris Young,5,107747182,107747.182
1602,0.0029,0.555,271560,0.63,0.00681,4,0.336,-13.11,1,0.0353,128.661,4,0.488,0,Dreams,The Cranberries,5,110282684,110282.684
1604,0.0525,0.779,166600,0.659,0,0,0.128,-5.455,1,0.0808,95.003,4,0.924,0,Fuego,Juanes,5,111831120,111831.12
1605,0.00377,0.61,176111,0.747,0,11,0.0662,-4.25,0,0.0531,129.976,4,0.443,0,Middle Of The Night,The Vamps,5,111934551,111934.551
1607,0.129,0.69,181200,0.626,0,7,0.169,-5.831,1,0.0275,101.958,4,0.652,0,Star Of The Show,Thomas Rhett,5,112331261,112331.261
1669,0.000907,0.612,227373,0.841,0,9,0.37,-3.795,0,0.0353,104.986,4,0.502,0,Craving You,Thomas Rhett,5,143859815,143859.815
1608,0.0821,0.725,246653,0.711,0,10,0.0931,-4.544,1,0.0335,93.003,4,0.476,0,Mi Tesoro (feat. Nicky Jam),Zion & Lennox,5,112472413,112472.413
1908,0.0559,0.832,209453,0.772,0.000486,10,0.44,-5.429,1,0.1,96.016,4,0.714,0,Otra Vez (feat. J Balvin),Zion & Lennox,5,549080000,549080
1609,0.803,0.612,245493,0.57,3.29E-05,1,0.122,-9.62,0,0.0735,169.842,4,0.813,0,TМј SМ_ Sabes Quererme,Natalia Lafourcade,5,112472413,112472.413
1610,0.549,0.87,160597,0.502,0.00356,5,0.0916,-7.497,0,0.0549,82.53,4,0.676,0,Whippin (feat. Felix Snow),Kiiara,5,112695958,112695.958
1612,0.00733,0.845,187840,0.768,5.04E-06,6,0.0575,-5.448,1,0.188,100,4,0.954,0,Jenny from the Block - Track Masters Remix,Jennifer Lopez,5,114380446,114380.446
1613,0.0685,0.712,199281,0.841,7.87E-05,7,0.0672,-5.432,0,0.0455,98.003,4,0.656,0,Ando buscando (feat. Piso 21),Carlos Baute,5,114565514,114565.514
1614,0.273,0.507,216187,0.81,0.0567,3,0.121,-5.628,0,0.0317,156.004,4,0.492,0,Hometown Girl,Josh Turner,5,115464989,115464.989
1615,0.00314,0.654,410897,0.734,0.000249,0,0.0802,-6.216,1,0.112,126.995,4,0.243,1,Save the World,Swedish House Mafia,5,115485504,115485.504
1617,0.0144,0.507,213338,0.665,0,0,0.0759,-7.598,1,0.0474,126.879,4,0.406,0,Save the World - Radio Mix,Swedish House Mafia,5,115897723,115897.723
1885,0.112,0.612,212862,0.84,0,11,0.116,-3.145,0,0.0509,129.042,4,0.441,0,Don't You Worry Child (Radio Edit) [feat. John Martin],Swedish House Mafia,5,450550125,450550.125
1616,0.013,0.631,187813,0.716,0,10,0.0756,-5.713,1,0.0432,88.541,4,0.637,0,Sleep Without You,Brett Young,5,115821111,115821.111
1741,0.397,0.596,224853,0.544,0,10,0.106,-7.294,1,0.0315,147.976,4,0.381,0,In Case You Didn't Know,Brett Young,5,206024593,206024.593
1619,0.265,0.546,201413,0.76,7.47E-05,8,0.0948,-6.763,1,0.0428,151.456,4,0.461,0,Cleopatra,The Lumineers,5,116468879,116468.879
1625,0.0842,0.671,272175,0.784,0.0121,4,0.231,-5.514,0,0.0303,122.995,4,0.545,1,We Are the People,Empire of the Sun,5,118392216,118392.216
1626,0.0209,0.458,211240,0.894,0,9,0.221,-4.903,1,0.0398,160.125,4,0.709,0,Blue Tacoma,Russell Dickerson,5,119080539,119080.539
1628,8.67E-05,0.485,249067,0.911,0,3,0.092,-5.749,1,0.0355,89.956,4,0.55,0,If Today Was Your Last Day,Nickelback,5,119426147,119426.147
1641,0.000102,0.446,190787,0.9,1.89E-05,10,0.0404,-3.541,0,0.0489,187.961,4,0.884,0,When We Stand Together,Nickelback,5,125778441,125778.441
1665,0.000204,0.614,211067,0.873,0.504,11,0.346,-6.353,1,0.0616,132.074,4,0.615,0,Burn It To The Ground,Nickelback,5,141502956,141502.956
1718,0.0459,0.616,252040,0.91,0,0,0.343,-3.004,1,0.0386,144.073,4,0.684,0,Rockstar,Nickelback,5,184604897,184604.897
1830,0.00135,0.446,223840,0.764,0,10,0.099,-5.042,1,0.033,172.094,4,0.52,0,How You Remind Me - LP Mix,Nickelback,5,324493046,324493.046
1629,0.0336,0.959,268840,0.545,0,7,0.15,-14.855,1,0.0623,115.266,4,0.733,0,Ice Ice Baby,Vanilla Ice,5,119507711,119507.711
1631,0.333,0.439,183413,0.802,0,7,0.377,-3.644,1,0.054,168.032,4,0.688,0,"God, Your Mama, And Me",Florida Georgia Line,5,120018382,120018.382
1690,0.0406,0.488,226173,0.915,0,7,0.351,-4.255,1,0.0389,75.019,4,0.637,0,May We All,Florida Georgia Line,5,163899405,163899.405
1632,0.144,0.631,227573,0.658,0,5,0.22,-5.313,1,0.0281,80.996,4,0.692,0,All On Me,Devin Dawson,5,120595527,120595.527
1634,0.00129,0.494,169027,0.946,0,4,0.398,-2.757,1,0.0637,103.408,4,0.713,0,My Own Worst Enemy,Lit,5,120887081,120887.081
1635,0.0506,0.776,202480,0.741,0,7,0.0701,-5.804,1,0.041,120.079,4,0.845,0,Kissing Strangers,DNCE,5,121230598,121230.598
1637,0.299,0.51,178320,0.602,0,3,0.126,-6.317,1,0.0616,148.077,4,0.305,0,"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack",Hailee Steinfeld,5,124304655,124304.655
1852,0.0485,0.76,204400,0.588,0,9,0.0847,-7.082,1,0.0775,102.974,4,0.384,0,Most Girls,Hailee Steinfeld,5,371286879,371286.879
1939,0.39,0.712,181880,0.62,0,4,0.0994,-4.187,1,0.0888,99.953,4,0.519,0,Starving,Hailee Steinfeld,5,803915808,803915.808
1638,0.831,0.4,327773,0.337,0,2,0.0934,-7.404,1,0.0355,108.196,5,0.354,0,Almost Is Never Enough,Nathan Sykes,5,124486942,124486.942
1642,0.962,0.47,246896,0.271,0,8,0.106,-8.335,1,0.0392,129.623,4,0.396,0,Over And Over Again,Nathan Sykes,5,125818373,125818.373
1639,0.401,0.763,197495,0.671,1.16E-05,1,0.375,-4.029,0,0.1,120.06,4,0.608,0,Nights With You,MМч,5,125160978,125160.978
1643,0.0771,0.709,225253,0.782,4.71E-06,7,0.302,-3.526,0,0.0469,102.032,4,0.706,0,No More Sad Songs (feat. Machine Gun Kelly),Little Mix,5,125846101,125846.101
1797,0.259,0.534,249813,0.642,0,9,0.29,-3.971,1,0.0504,92.963,4,0.139,0,Secret Love Song,Little Mix,5,266053333,266053.333
1799,0.032,0.607,213307,0.718,0,4,0.403,-4.095,1,0.0978,101.821,4,0.521,0,Touch,Little Mix,5,272588049,272588.049
1647,0.0269,0.704,196853,0.604,0,1,0.0835,-4.865,1,0.0308,115.48,4,0.486,0,Try Everything,Shakira,5,129626316,129626.316
1688,0.265,0.793,197027,0.832,6.84E-06,1,0.207,-4.861,0,0.0405,107.647,4,0.859,0,"Whenever, Wherever",Shakira,5,163490992,163490.992
1789,0.211,0.711,225813,0.875,0.000198,5,0.0862,-2.211,1,0.104,103.637,4,0.929,0,Me EnamorМ©,Shakira,5,257086539,257086.539
1901,0.284,0.778,218093,0.824,0,10,0.405,-5.892,0,0.0712,100.024,4,0.767,0,Hips Don't Lie,Shakira,5,500368952,500368.952
1919,0.168,0.859,195613,0.756,4.65E-05,8,0.163,-3.36,0,0.0643,102.033,4,0.913,0,Chantaje,Shakira,5,615230570,615230.57
1648,0.116,0.685,201893,0.783,0,11,0.194,-4.152,1,0.0276,90.008,4,0.532,0,Dirt On My Boots,Jon Pardi,5,131141886,131141.886
1649,0.00579,0.683,284267,0.989,0.00108,9,0.0964,-2.092,0,0.0616,91.558,4,0.78,1,Give It Away,Red Hot Chili Peppers,5,131281526,131281.526
1650,0.403,0.753,203467,0.801,0,4,0.128,-3.215,1,0.0296,128.011,4,0.787,0,I Will Never Let You Down,Rita Ora,5,131357183,131357.183
1651,0.217,0.62,248156,0.713,3.30E-06,2,0.222,-4.753,1,0.0342,137.957,4,0.465,0,Feel Good,Gryffin,5,132178860,132178.86
1653,0.0113,0.535,258413,0.857,0.00751,9,0.472,-5.2,0,0.0543,91.053,4,0.431,1,Nightcall,Kavinsky,5,133964878,133964.878
1655,0.0283,0.656,197253,0.615,0,5,0.234,-6.252,1,0.0539,139.91,4,0.364,0,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,5,135252928,135252.928
1656,0.16,0.609,294987,0.923,4.73E-06,9,0.295,-3.908,1,0.0338,115.996,4,0.96,0,Smooth,Santana,5,136762770,136762.77
1658,0.313,0.593,239440,0.642,0.000582,2,0.0804,-7.284,1,0.0299,76.403,4,0.755,0,I Try,Macy Gray,5,138532582,138532.582
1659,0.102,0.44,258188,0.413,1.70E-05,0,0.103,-7.425,0,0.0446,131.659,4,0.125,0,Quit (feat. Ariana Grande),Cashmere Cat,5,139295770,139295.77
1660,0.0516,0.782,228562,0.572,0,4,0.33,-7.467,0,0.0385,120.021,4,0.237,1,Look Alive,Rae Sremmurd,5,139312186,139312.186
1840,0.013,0.888,200080,0.483,4.85E-06,6,0.0926,-7.797,1,0.154,125.008,4,0.221,1,No Type,Rae Sremmurd,5,345035540,345035.54
1662,0.517,0.367,215840,0.215,0,0,0.618,-16.652,1,0.0288,98.742,3,0.255,1,Unchained Melody,The Righteous Brothers,5,139721805,139721.805
1666,0.053,0.724,197087,0.84,0,0,0.727,-3.581,1,0.0392,92.01,4,0.833,0,Lumbra,Cali Y El Dandee,5,141646101,141646.101
1667,0.503,0.683,250653,0.478,5.26E-05,2,0.113,-12.501,1,0.0356,115.121,4,0.771,1,Sunshine Of Your Love,Cream,5,143489972,143489.972
1668,0.0371,0.672,278036,0.819,0.000184,11,0.203,-4.457,1,0.0463,120.013,4,0.452,0,Forever,Chris Brown,5,143565803,143565.803
1707,0.143,0.658,252053,0.696,0,3,0.131,-4.293,1,0.0707,85.998,4,0.655,0,With You,Chris Brown,5,178266245,178266.245
1670,0.173,0.618,217893,0.794,0.000226,1,0.144,-6.985,1,0.126,175.822,4,0.919,0,Genie In A Bottle (Album Version),Christina Aguilera,5,144196206,144196.206
1672,0.00647,0.695,182693,0.818,4.87E-06,5,0.0219,-5.379,0,0.0334,119.965,4,0.923,0,Hard Times,Paramore,5,148545312,148545.312
1675,0.163,0.688,240000,0.719,0,2,0.15,-4.746,1,0.0555,88.015,4,0.589,0,Bailame Despacio,Xantos,5,149171508,149171.508
1679,0.163,0.817,207200,0.869,0.00226,6,0.0497,-4.791,1,0.18,96.029,4,0.56,0,Bailame,Nacho,5,154729897,154729.897
1680,0.171,0.618,300773,0.896,0,2,0.0875,-5.357,1,0.0307,113.961,4,0.727,0,You Get What You Give,New Radicals,5,155177625,155177.625
1681,0.000175,0.537,127427,0.624,2.20E-06,11,0.116,-8.794,1,0.325,102.315,4,0.4,0,Calm Down,G-Eazy,5,156391290,156391.29
1781,0.00464,0.565,225526,0.771,0,1,0.0568,-5.22,1,0.212,168.385,4,0.551,0,Good Life (with G-Eazy & Kehlani),G-Eazy,5,250071386,250071.386
1683,0.245,0.682,228147,0.858,0,9,0.104,-4.711,1,0.0708,94.954,4,0.772,0,SМ© Que Te Duele,Alejandro Fernandez,5,158629628,158629.628
1689,0.0154,0.559,213093,0.895,0,1,0.175,-4.476,0,0.0832,183.825,4,0.563,0,Don't Threaten Me With A Good Time,Panic! At The Disco,5,163859670,163859.67
1692,0.0962,0.72,188107,0.898,0,11,0.0675,-3.701,0,0.0997,143.431,4,0.964,0,Pretty Fly (For a White Guy),The Offspring,5,166224556,166224.556
1694,0.0983,0.632,342173,0.586,0.581,0,0.0535,-11.333,1,0.0284,114.243,4,0.889,1,Smoke On The Water,Deep Purple,5,167260989,167260.989
1695,0.39,0.732,196480,0.801,0,9,0.31,-3.859,1,0.0327,123.981,4,0.818,0,Deja vu,Prince Royce,5,168955063,168955.063
1696,0.218,0.408,230000,0.582,0,11,0.159,-8.305,1,0.0508,114.926,5,0.34,0,Ironic - 2015 Remastered,Alanis Morissette,5,172661287,172661.287
1697,0.25,0.295,225933,0.593,0,11,0.236,-7.572,1,0.0555,85.482,4,0.361,0,Ironic,Alanis Morissette,5,172661287,172661.287
1698,0.0543,0.625,193147,0.576,4.07E-05,11,0.187,-5.693,0,0.175,179.063,4,0.223,1,Adorn,Miguel,5,172907488,172907.488
1727,0.0275,0.684,195373,0.603,0.000311,11,0.191,-8.127,0,0.0989,81,4,0.508,1,Sure Thing,Miguel,5,190402904,190402.904
1700,0.0897,0.745,223613,0.921,0,0,0.178,-2.674,1,0.082,92.973,4,0.645,0,Alguien Robo,Sebastian Yatra,5,175051219,175051.219
1851,0.142,0.776,228467,0.669,0,11,0.219,-4.933,1,0.0638,91.012,4,0.646,0,Traicionera,Sebastian Yatra,5,370065841,370065.841
1701,0.119,0.68,313787,0.489,2.86E-05,11,0.606,-7.837,0,0.432,74.04,4,0.261,1,Swimming Pools (Drank) - Extended Version,Kendrick Lamar,5,175205489,175205.489
1734,0.0734,0.791,219333,0.779,0,7,0.0832,-5.972,1,0.235,110.037,4,0.581,1,Alright,Kendrick Lamar,5,201141778,201141.778
1788,0.0726,0.739,386907,0.526,0,4,0.215,-7.384,0,0.101,143.948,4,0.374,1,Money Trees,Kendrick Lamar,5,255269264,255269.264
1848,0.0553,0.482,350120,0.72,2.07E-06,2,0.461,-6.812,1,0.271,90.999,4,0.222,1,m.A.A.d city,Kendrick Lamar,5,361853557,361853.557
1959,0.000339,0.905,177604,0.596,2.05E-05,1,0.0897,-7.496,0,0.118,149.996,4,0.419,0,HUMBLE.,Kendrick Lamar,5,1131123302,1131123.302
1702,0.0803,0.524,393827,0.429,1.37E-05,1,0.0726,-10.064,1,0.0279,131.206,4,0.237,0,(Everything I Do) I Do It For You,Bryan Adams,5,175681148,175681.148
1703,0.00754,0.653,238693,0.933,0,6,0.0574,-6.041,1,0.0522,132.965,4,0.413,0,Believe,Cher,5,176237931,176237.931
1704,0.0244,0.553,206573,0.747,0,9,0.363,-5.905,1,0.0292,73.033,4,0.702,0,Small Town Boy,Dustin Lynch,5,176265333,176265.333
1708,0.0345,0.724,181048,0.809,0,7,0.169,-4.96,1,0.056,95.037,4,0.495,0,BesМБndote,Piso 21,5,178862920,178862.92
1829,0.547,0.76,210323,0.838,1.30E-06,7,0.0664,-3.828,0,0.0529,93.05,4,0.74,0,Me Llamas (feat. Maluma) - Remix,Piso 21,5,323773369,323773.369
1711,0.062,0.711,223190,0.722,0,5,0.14,-3.946,1,0.0472,99.954,4,0.483,0,No Vacancy,OneRepublic,5,180572042,180572.042
1949,0.0649,0.663,257840,0.714,0,1,0.116,-4.944,0,0.038,121.99,4,0.471,0,Counting Stars,OneRepublic,5,901795208,901795.208
1713,0.114,0.858,290836,0.697,0,2,0.224,-5.361,1,0.23,98.012,4,0.365,0,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,5,181384900,181384.9
1715,0.0715,0.859,188453,0.697,0,1,0.0761,-3.79,0,0.0569,117.008,4,0.875,0,Love You Like A Love Song,Selena Gomez & The Scene,5,182534949,182534.949
1719,0.0175,0.764,198907,0.547,0.000161,0,0.23,-8.6,1,0.0576,89.993,4,0.404,1,Tennis Court,Lorde,5,184884002,184884.002
1720,0.0208,0.583,258827,0.786,0,2,0.188,-3.142,0,0.0301,123.052,4,0.556,0,Love Song,Sara Bareilles,5,185608827,185608.827
1722,0.0913,0.769,203992,0.631,0,1,0.114,-6.769,1,0.0568,100.968,4,0.501,0,History,Olivia Holt,5,186800950,186800.95
1724,0.533,0.64,234526,0.819,0,7,0.156,-4.108,1,0.455,166.012,4,0.624,1,OOOUUU,Young M.A.,5,189148600,189148.6
1728,0.0893,0.636,235813,0.72,0.0178,11,0.0868,-6.195,1,0.0432,124.944,4,0.444,1,Shooting Stars,Bag Raiders,5,193187364,193187.364
1729,0.00832,0.64,268360,0.864,0,7,0.123,-6.576,1,0.0315,102.026,4,0.735,0,Semi-Charmed Life,Third Eye Blind,5,194146990,194146.99
1731,0.039,0.673,229507,0.758,0,7,0.341,-3.632,1,0.158,135.956,4,0.541,0,Feel This Moment,Pitbull,5,195604247,195604.247
1785,0.0277,0.489,194942,0.962,6.18E-06,0,0.128,-2.597,1,0.215,104.563,4,0.507,0,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,5,254014118,254014.118
1909,0.0921,0.72,229360,0.802,0,1,0.694,-5.797,1,0.0582,124.043,4,0.716,0,Time of Our Lives,Pitbull,5,555606254,555606.254
1917,0.0295,0.581,204160,0.963,0,11,0.139,-4.087,1,0.0981,129.992,4,0.792,0,Timber,Pitbull,5,602002167,602002.167
1733,1.92E-05,0.439,234800,0.931,1.21E-05,11,0.193,-2.59,0,0.0473,135.944,4,0.516,0,Learn to Fly,Foo Fighters,5,198530182,198530.182
1735,0.707,0.433,281253,0.364,3.75E-06,4,0.171,-8.842,1,0.0293,98.981,1,0.0384,0,"My Heart Will Go On (Love Theme from ""Titanic"")",CМ©line Dion,5,201672729,201672.729
1736,0.127,0.698,200105,0.882,0,4,0.15,-3.078,0,0.0863,106.083,4,0.462,0,Ciao Adios,Anne-Marie,5,202162509,202162.509
1737,0.267,0.732,172751,0.629,0,0,0.118,-4.64,1,0.286,91.7,4,0.685,0,Overwhelming,Jon Bellion,5,202162509,202162.509
1740,0.071,0.375,338853,0.862,0,11,0.211,-3.363,0,0.255,159.841,4,0.472,0,Live Your Life - feat. Rihanna,T.I.,5,205126923,205126.923
1742,0.00162,0.543,256733,0.912,2.10E-06,7,0.0565,-10.71,1,0.0601,103.731,4,0.83,0,Two Princes,Spin Doctors,5,206707011,206707.011
1743,0.125,0.761,211627,0.82,2.10E-05,1,0.183,-4.003,1,0.0623,88.997,4,0.619,0,Te Quiero Paе«Mi,Don Omar,5,208527855,208527.855
1744,0.0724,0.827,197840,0.646,0,1,0.247,-4.727,0,0.0766,92.057,4,0.51,0,Chillax,Farruko,5,208971235,208971.235
1745,0.00542,0.875,272080,0.631,2.54E-06,1,0.127,-3.475,1,0.099,120.002,4,0.552,0,Don't Cha,The Pussycat Dolls,5,209192546,209192.546
1751,0.00417,0.356,193653,0.872,0.00975,2,0.0997,-7.837,1,0.068,166.3,4,0.592,1,Lonely Boy,The Black Keys,5,214268255,214268.255
1755,0.161,0.772,225560,0.648,0,9,0.269,-6.222,1,0.0612,129.966,4,0.744,0,Beautiful Girls - Radio Disney Version,Sean Kingston,5,220073398,220073.398
1757,0.00281,0.633,197124,0.976,1.29E-05,8,0.382,-5.362,1,0.0519,142.027,4,0.471,0,Everytime We touch,Cascada,5,221446281,221446.281
1759,0.0567,0.467,293533,0.564,0,9,0.194,-4.986,0,0.353,81.966,4,0.304,0,Clique,JAY Z,5,222375382,222375.382
1763,9.24E-05,0.547,239227,0.693,5.46E-05,0,0.113,-8.786,1,0.0353,119.567,4,0.581,0,Save Tonight,Eagle-Eye Cherry,5,228906644,228906.644
1764,0.00419,0.748,213053,0.741,0,6,0.147,-3.103,1,0.0531,128.077,4,0.533,1,My Way (feat. Monty),Fetty Wap,5,228907408,228907.408
1777,0.0062,0.748,312240,0.733,0,11,0.329,-4.421,0,0.072,93.019,4,0.273,1,Again,Fetty Wap,5,242425138,242425.138
1889,0.00256,0.618,196693,0.717,0,7,0.625,-5.738,1,0.318,190.05,4,0.601,1,679 (feat. Remy Boyz),Fetty Wap,5,460517595,460517.595
1931,0.0244,0.746,222093,0.873,0,7,0.354,-3.803,1,0.128,148.075,4,0.808,1,Trap Queen,Fetty Wap,5,704291431,704291.431
1765,0.366,0.762,243270,0.476,0,0,0.103,-12.686,1,0.114,130.007,4,0.367,1,One Night,Lil Yachty,5,229852298,229852.298
1766,0.361,0.653,264747,0.409,0.00012,9,0.189,-11.446,1,0.421,174.324,4,0.181,0,Deja Vu,J. Cole,5,230202014,230202.014
1773,0.358,0.894,216520,0.284,0.000487,11,0.11,-13.002,0,0.33,138.944,4,0.413,0,Neighbors,J. Cole,5,239102974,239102.974
1812,0.331,0.889,301133,0.393,8.67E-06,4,0.283,-10.821,0,0.267,128.065,4,0.31,0,G.O.M.D.,J. Cole,5,296341983,296341.983
1872,0.0752,0.504,239320,0.705,0,6,0.128,-8.205,0,0.364,175.483,4,0.564,0,Wet Dreamz,J. Cole,5,410208858,410208.858
1923,0.302,0.696,292987,0.521,0,10,0.0565,-8.465,0,0.332,100,4,0.471,0,No Role Modelz,J. Cole,5,652548469,652548.469
1767,0.0661,0.639,232987,0.849,0.02,4,0.15,-5.474,0,0.0361,90.562,4,0.668,0,Drive,Incubus,5,230632216,230632.216
1769,0.00738,0.352,216893,0.843,0,7,0.0883,-7.983,0,0.482,165.29,5,0.716,0,Like A G6,Far East Movement,5,234829975,234829.975
1770,0.0505,0.794,194561,0.51,1.81E-06,9,0.0562,-7.314,1,0.42,167.879,4,0.189,1,Hot N*gga,Bobby Shmurda,5,235871311,235871.311
1771,0.0647,0.575,244667,0.886,0.000187,5,0.709,-5.182,1,0.034,96.308,4,0.608,0,Torn,Natalie Imbruglia,5,238357988,238357.988
1772,0.131,0.748,188491,0.627,0,7,0.0852,-6.029,1,0.0644,120.963,4,0.513,0,Still Got Time,ZAYN,5,239085325,239085.325
1774,0.0446,0.853,267080,0.676,3.37E-05,6,0.0514,-5.533,0,0.0715,122.65,4,0.558,0,Don't Stop The Music,Rihanna,5,241556173,241556.173
1861,0.0117,0.579,275987,0.821,0,1,0.0631,-4.616,1,0.152,174.063,4,0.561,0,Umbrella,Rihanna,5,385858278,385858.278
1879,0.949,0.619,240707,0.324,5.42E-05,9,0.114,-10.146,0,0.0271,111.927,4,0.0968,1,Stay,Rihanna,5,438305323,438305.323
1775,0.000979,0.842,189907,0.531,1.34E-05,0,0.0667,-8.729,1,0.0377,105.013,4,0.758,0,Somebody,Natalie La Rose,5,241860815,241860.815
1778,0.00898,0.612,188253,0.799,0,10,0.172,-4.603,1,0.0275,125.976,4,0.675,0,What Ifs,Kane Brown,5,243836843,243836.843
1779,0.204,0.685,221027,0.731,0,5,0.0722,-5.119,0,0.093,177.912,4,0.776,0,Si TМј La Ves,Nicky Jam,5,246096727,246096.727
1842,0.282,0.832,198707,0.608,0,6,0.0761,-6.042,0,0.0385,94.013,4,0.579,0,Hasta el Amanecer,Nicky Jam,5,353894845,353894.845
1875,0.243,0.683,219507,0.691,0,8,0.14,-5.535,1,0.0432,179.91,4,0.746,0,El Amante,Nicky Jam,5,420927852,420927.852
1780,0.0762,0.809,195853,0.628,0.000371,11,0.113,-5.021,0,0.0561,130.008,4,0.797,0,Sexy Bitch (feat. Akon) - Featuring Akon;explicit,David Guetta,5,247655788,247655.788
1925,0.069,0.599,245041,0.803,0.137,0,0.129,-3.641,0,0.0986,126.057,4,0.254,0,Titanium (feat. Sia),David Guetta,5,678445555,678445.555
1782,0.256,0.772,238800,0.909,0,6,0.255,-3.225,0,0.166,96.031,4,0.679,0,Vacaciones,Wisin,5,251026855,251026.855
1907,0.0245,0.747,232787,0.864,4.46E-05,8,0.0853,-3.181,0,0.0599,92.028,4,0.746,0,EscМБpate Conmigo,Wisin,5,540978573,540978.573
1783,0.45,0.754,272667,0.762,6.67E-05,6,0.224,-4.486,0,0.0849,92.002,4,0.673,0,Rollin,Calvin Harris,5,252062376,252062.376
1791,0.136,0.906,235040,0.444,6.44E-05,4,0.173,-8.692,0,0.384,140.063,4,0.68,1,No Heart,21 Savage,5,257849618,257849.618
1792,0.107,0.632,249147,0.518,0,6,0.354,-6.126,1,0.0313,90.007,4,0.45,0,If I Were a Boy,BeyoncМ©,5,260618066,260618.066
1859,0.00969,0.589,323480,0.621,0.00104,5,0.181,-6.902,0,0.0468,140.03,4,0.398,1,Drunk in Love,BeyoncМ©,5,381557017,381557.017
1862,0.0128,0.747,213507,0.705,0,9,0.126,-5.137,0,0.126,136.024,4,0.571,1,11-Jul,BeyoncМ©,5,389850922,389850.922
1795,0.0165,0.443,223800,0.804,2.89E-06,10,0.181,-6.432,1,0.0406,151.928,4,0.437,0,Hurricane,Luke Combs,5,262634430,262634.43
1796,0.0572,0.585,244507,0.776,7.74E-06,5,0.3,-5.898,1,0.0459,77.987,4,0.43,0,Complicated,Avril Lavigne,5,262829265,262829.265
1800,0.0745,0.696,211364,0.503,0,8,0.0869,-4.842,1,0.0356,99.977,4,0.539,0,The Cure,Lady Gaga,5,272972912,272972.912
1833,0.12,0.851,237200,0.806,1.39E-06,4,0.122,-4.618,1,0.0788,119.002,4,0.769,0,Poker Face,Lady Gaga,5,334213127,334213.127
1803,0.0643,0.755,198187,0.838,1.59E-05,7,0.118,-4.5,0,0.0687,126.877,4,0.454,0,Glad You Came,The Wanted,5,279271375,279271.375
1805,0.16,0.561,295493,0.555,0,11,0.114,-9.734,0,0.0287,134.369,4,0.509,0,What's Up?,4 Non Blondes,5,287375591,287375.591
1807,0.211,0.581,272507,0.817,1.42E-06,0,0.246,-6.542,1,0.0382,141.607,4,0.772,0,Mr. Jones,Counting Crows,5,288259120,288259.12
1810,0.154,0.889,201280,0.853,0.000107,9,0.205,-4.26,1,0.241,93.022,4,0.916,0,Sigo ExtraМ±МБndote,J Balvin,5,291551994,291551.994
1858,0.551,0.508,205600,0.687,3.41E-06,0,0.126,-4.361,1,0.326,180.044,4,0.565,0,Safari,J Balvin,5,379015582,379015.582
1814,0.612,0.59,219560,0.578,0.000162,10,0.0837,-5.798,0,0.0528,81.663,4,0.262,1,Way Down We Go,Kaleo,5,298141603,298141.603
1815,0.00622,0.75,203867,0.78,0,4,0.0263,-3.155,1,0.0898,119.985,4,0.819,0,Dynamite,Taio Cruz,5,299420137,299420.137
1816,0.0319,0.646,210960,0.795,0,9,0.267,-3.293,1,0.0976,89.99,4,0.791,0,Stereo Hearts (feat. Adam Levine),Gym Class Heroes,5,300401626,300401.626
1820,0.0998,0.721,226400,0.687,0,1,0.0679,-6.682,1,0.0782,175.914,4,0.828,0,Dile Que Tu Me Quieres,Ozuna,5,305014321,305014.321
1825,0.205,0.735,193118,0.482,0.000194,7,0.0894,-9.21,1,0.0508,175.907,4,0.783,0,Tu Foto,Ozuna,5,314790884,314790.884
1822,0.167,0.761,252003,0.829,0,0,0.189,-3.203,0,0.0681,92.033,4,0.82,0,Ay Mi Dios,IAmChino,5,310011476,310011.476
